site,elev.mean0,elev.mean,elev.class2,date,yday,yday0,bb.sp,k.type.ss,visits,visits.bin,prop.visits,prop.flower.cover,prop.flower.cover0,bb.sp.abund,bb.sp.abund0,pbl.w.class2
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hort,1,0,0,0,0.03150684931506849,-0.12169733646610102,3,-0.20430376940979153,long
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hort,3,0,0,0,0.00410958904109589,-0.511284552070669,3,-0.20430376940979153,long
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hort,4,1,1,0.010371650821089023,0.03287671232876712,-0.10221797568587261,3,-0.20430376940979153,long
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hort,5,2,1,0.020743301642178046,0.00273972602739726,-0.5307639128508973,3,-0.20430376940979153,long
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hort,6,0,0,0,0.00273972602739726,-0.5307639128508973,3,-0.20430376940979153,long
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,0,0,0,0,0.02602739726027397,-0.1996147795870146,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,1,0,0,0,0.03150684931506849,-0.12169733646610102,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,3,1,1,0.010371650821089023,0.00410958904109589,-0.511284552070669,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,4,0,0,0,0.03287671232876712,-0.10221797568587261,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,5,0,0,0,0.00273972602739726,-0.5307639128508973,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,hypn,6,0,0,0,0.00273972602739726,-0.5307639128508973,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,0,0,0,0,0.02602739726027397,-0.1996147795870146,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,1,0,0,0,0.03150684931506849,-0.12169733646610102,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,3,3,1,0.033707865168539325,0.00410958904109589,-0.511284552070669,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,4,0,0,0,0.03287671232876712,-0.10221797568587261,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,5,0,0,0,0.00273972602739726,-0.5307639128508973,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,jone,6,0,0,0,0.00273972602739726,-0.5307639128508973,3.25,-0.158420963318859,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,0,0,0,0,0.02602739726027397,-0.1996147795870146,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,1,0,0,0,0.03150684931506849,-0.12169733646610102,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,3,1,1,0.015557476231633534,0.00410958904109589,-0.511284552070669,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,4,0,0,0,0.03287671232876712,-0.10221797568587261,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,5,0,0,0,0.00273972602739726,-0.5307639128508973,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,mont,6,0,0,0,0.00273972602739726,-0.5307639128508973,1.5,-0.47960060595538667,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,0,0,0,0,0.02602739726027397,-0.1996147795870146,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,1,0,0,0,0.03150684931506849,-0.12169733646610102,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,3,1,1,0.01815038893690579,0.00410958904109589,-0.511284552070669,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,4,1,1,0.010371650821089023,0.03287671232876712,-0.10221797568587261,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,5,1,1,0.010371650821089023,0.00273972602739726,-0.5307639128508973,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,pasc,6,1,1,0.010371650821089023,0.00273972602739726,-0.5307639128508973,4.75,0.11687587322673619,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,0,1,1,0.010371650821089023,0.02602739726027397,-0.1996147795870146,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,1,0,0,0,0.03150684931506849,-0.12169733646610102,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,3,4,1,0.046672428694900604,0.00410958904109589,-0.511284552070669,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,4,0,0,0,0.03287671232876712,-0.10221797568587261,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,5,0,0,0,0.00273972602739726,-0.5307639128508973,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,prat,6,0,0,0,0.00273972602739726,-0.5307639128508973,5.5,0.25452429149953376,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,0,0,0,0,0.02602739726027397,-0.1996147795870146,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,1,0,0,0,0.03150684931506849,-0.12169733646610102,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,3,7,1,0.07951598962834917,0.00410958904109589,-0.511284552070669,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,4,1,1,0.010371650821089023,0.03287671232876712,-0.10221797568587261,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,5,0,0,0,0.00273972602739726,-0.5307639128508973,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,psit,6,0,0,0,0.00273972602739726,-0.5307639128508973,8.666666666666668,0.8357065019846793,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,0,0,0,0,0.02602739726027397,-0.1996147795870146,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,1,0,0,0,0.03150684931506849,-0.12169733646610102,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,3,2,1,0.020743301642178046,0.00410958904109589,-0.511284552070669,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,4,0,0,0,0.03287671232876712,-0.10221797568587261,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,5,0,0,0,0.00273972602739726,-0.5307639128508973,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,soro,6,0,0,0,0.00273972602739726,-0.5307639128508973,2,-0.38783499377352165,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,0,0,0,0,0.02602739726027397,-0.1996147795870146,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,1,0,0,0,0.03150684931506849,-0.12169733646610102,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,3,63,1,0.6611927398444252,0.00410958904109589,-0.511284552070669,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,4,0,0,0,0.03287671232876712,-0.10221797568587261,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,5,0,0,0,0.00273972602739726,-0.5307639128508973,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,telu,6,0,0,0,0.00273972602739726,-0.5307639128508973,63.75,10.945218110686813,short
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,0,0,0,0,0.02602739726027397,-0.1996147795870146,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,1,0,0,0,0.03150684931506849,-0.12169733646610102,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,3,3,1,0.03111495246326707,0.00410958904109589,-0.511284552070669,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,4,0,0,0,0.03287671232876712,-0.10221797568587261,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,5,0,0,0,0.00273972602739726,-0.5307639128508973,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-04-27,118,-2.027805961289921,wurf,6,0,0,0,0.00273972602739726,-0.5307639128508973,3,-0.20430376940979153,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,0,0,0,0,0.038366336633663366,-0.024155883846293906,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,1,0,0,0,0.05940594059405941,0.2750258825926102,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,3,3,1,0.05042016806722689,0.0024752475247524753,-0.5345247795361889,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,4,0,0,0,0.018564356435643563,-0.30573872284761533,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,5,0,0,0,0.0024752475247524753,-0.5345247795361889,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,6,0,0,0,0.0024752475247524753,-0.5345247795361889,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,jone,7,0,0,0,0.0012376237623762376,-0.5521237069737716,3,-0.20430376940979153,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,0,0,0,0,0.038366336633663366,-0.024155883846293906,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,1,0,0,0,0.05940594059405941,0.2750258825926102,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,3,1,1,0.01680672268907563,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,4,0,0,0,0.018564356435643563,-0.30573872284761533,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,5,0,0,0,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,6,0,0,0,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,lapi,7,0,0,0,0.0012376237623762376,-0.5521237069737716,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,0,0,0,0,0.038366336633663366,-0.024155883846293906,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,1,0,0,0,0.05940594059405941,0.2750258825926102,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,3,4,1,0.07563025210084033,0.0024752475247524753,-0.5345247795361889,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,4,1,1,0.01680672268907563,0.018564356435643563,-0.30573872284761533,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,5,1,1,0.01680672268907563,0.0024752475247524753,-0.5345247795361889,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,6,1,1,0.01680672268907563,0.0024752475247524753,-0.5345247795361889,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,pasc,7,0,0,0,0.0012376237623762376,-0.5521237069737716,7.5,0.621586740226994,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,0,1,1,0.01680672268907563,0.038366336633663366,-0.024155883846293906,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,1,0,0,0,0.05940594059405941,0.2750258825926102,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,3,6,1,0.11204481792717087,0.0024752475247524753,-0.5345247795361889,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,4,0,0,0,0.018564356435643563,-0.30573872284761533,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,5,0,0,0,0.0024752475247524753,-0.5345247795361889,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,6,0,0,0,0.0024752475247524753,-0.5345247795361889,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,prat,7,0,0,0,0.0012376237623762376,-0.5521237069737716,7.666666666666667,0.6521752776209491,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,0,0,0,0,0.038366336633663366,-0.024155883846293906,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,1,0,0,0,0.05940594059405941,0.2750258825926102,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,3,10,1,0.17366946778711487,0.0024752475247524753,-0.5345247795361889,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,4,1,1,0.01680672268907563,0.018564356435643563,-0.30573872284761533,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,5,0,0,0,0.0024752475247524753,-0.5345247795361889,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,6,0,0,0,0.0024752475247524753,-0.5345247795361889,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,psit,7,0,0,0,0.0012376237623762376,-0.5521237069737716,11.333333333333334,1.3251231002879595,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,0,0,0,0,0.038366336633663366,-0.024155883846293906,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,1,0,0,0,0.05940594059405941,0.2750258825926102,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,3,1,1,0.01680672268907563,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,4,0,0,0,0.018564356435643563,-0.30573872284761533,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,5,0,0,0,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,6,0,0,0,0.0024752475247524753,-0.5345247795361889,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,soro,7,0,0,0,0.0012376237623762376,-0.5521237069737716,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,0,0,0,0,0.038366336633663366,-0.024155883846293906,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,1,0,0,0,0.05940594059405941,0.2750258825926102,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,3,24,1,0.40336134453781514,0.0024752475247524753,-0.5345247795361889,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,4,0,0,0,0.018564356435643563,-0.30573872284761533,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,5,0,0,0,0.0024752475247524753,-0.5345247795361889,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,6,0,0,0,0.0024752475247524753,-0.5345247795361889,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,telu,7,0,0,0,0.0012376237623762376,-0.5521237069737716,24,3.6498519422285414,short
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,0,0,0,0,0.038366336633663366,-0.024155883846293906,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,1,0,0,0,0.05940594059405941,0.2750258825926102,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,3,3,1,0.05042016806722689,0.0024752475247524753,-0.5345247795361889,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,4,1,1,0.01680672268907563,0.018564356435643563,-0.30573872284761533,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,5,0,0,0,0.0024752475247524753,-0.5345247795361889,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,6,0,0,0,0.0024752475247524753,-0.5345247795361889,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-01,122,-1.9121980324848034,wurf,7,0,0,0,0.0012376237623762376,-0.5521237069737716,4,-0.0207725450460614,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,0,0,0,0,0.06697819314641744,0.382702809344673,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,1,0,0,0,0.04984423676012461,0.13905909117452656,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,3,1,1,0.03278688524590164,0.003115264797507788,-0.5254237765622366,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,4,0,0,0,0.031152647975077885,-0.12673405592017867,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,5,0,0,0,0.003115264797507788,-0.5254237765622366,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,6,0,0,0,0.007788161993769471,-0.4589754897885603,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,jone,7,0,0,0,0.004672897196261682,-0.5032743476376779,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,0,0,0,0,0.06697819314641744,0.382702809344673,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,1,1,1,0.03278688524590164,0.04984423676012461,0.13905909117452656,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,3,3,1,0.09836065573770492,0.003115264797507788,-0.5254237765622366,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,4,1,1,0.03278688524590164,0.031152647975077885,-0.12673405592017867,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,5,1,1,0.03278688524590164,0.003115264797507788,-0.5254237765622366,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,6,1,1,0.03278688524590164,0.007788161993769471,-0.4589754897885603,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,pasc,7,0,0,0,0.004672897196261682,-0.5032743476376779,7,0.5298211280451289,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,0,0,0,0,0.06697819314641744,0.382702809344673,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,1,0,0,0,0.04984423676012461,0.13905909117452656,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,3,6,1,0.19672131147540983,0.003115264797507788,-0.5254237765622366,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,4,0,0,0,0.031152647975077885,-0.12673405592017867,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,5,0,0,0,0.003115264797507788,-0.5254237765622366,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,6,0,0,0,0.007788161993769471,-0.4589754897885603,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,prat,7,0,0,0,0.004672897196261682,-0.5032743476376779,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,0,0,0,0,0.06697819314641744,0.382702809344673,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,1,0,0,0,0.04984423676012461,0.13905909117452656,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,3,9,1,0.3114754098360656,0.003115264797507788,-0.5254237765622366,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,4,0,0,0,0.031152647975077885,-0.12673405592017867,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,5,0,0,0,0.003115264797507788,-0.5254237765622366,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,6,0,0,0,0.007788161993769471,-0.4589754897885603,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,psit,7,0,0,0,0.004672897196261682,-0.5032743476376779,9.5,0.9886491889544542,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,0,0,0,0,0.06697819314641744,0.382702809344673,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,1,0,0,0,0.04984423676012461,0.13905909117452656,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,3,5,1,0.16393442622950818,0.003115264797507788,-0.5254237765622366,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,4,1,1,0.03278688524590164,0.031152647975077885,-0.12673405592017867,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,5,0,0,0,0.003115264797507788,-0.5254237765622366,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,6,0,0,0,0.007788161993769471,-0.4589754897885603,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,telu,7,0,0,0,0.004672897196261682,-0.5032743476376779,6,0.34628990368139884,short
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,0,0,0,0,0.06697819314641744,0.382702809344673,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,1,0,0,0,0.04984423676012461,0.13905909117452656,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,3,0,0,0,0.003115264797507788,-0.5254237765622366,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,4,1,1,0.03278688524590164,0.031152647975077885,-0.12673405592017867,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,5,0,0,0,0.003115264797507788,-0.5254237765622366,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,6,0,0,0,0.007788161993769471,-0.4589754897885603,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-04,125,-1.8254920858809651,wurf,7,0,0,0,0.004672897196261682,-0.5032743476376779,1,-0.5713662181372517,med
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,0,0,0,0,0.07058823529411766,0.43403736814629773,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,1,0,0,0,0.07352941176470588,0.4758607015861997,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,2,0,0,0,0.0029411764705882353,-0.527899300971452,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,3,1,1,0.06666666666666667,0.0058823529411764705,-0.48607596753154986,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,4,0,0,0,0.047058823529411764,0.09945070062708028,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,5,0,0,0,0.0058823529411764705,-0.48607596753154986,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,6,0,0,0,0.023529411764705882,-0.23513596689213695,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,jone,7,0,0,0,0.02058823529411765,-0.276959300332039,1,-0.5713662181372517,short
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,pasc,0,0,0,0,0.07058823529411766,0.43403736814629773,6,0.34628990368139884,med
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,pasc,1,1,1,0.06666666666666667,0.07352941176470588,0.4758607015861997,6,0.34628990368139884,med
h1,-1.3184736594849777,817,low,2012-05-08,129,-1.7098841570758478,pasc,2,0,0,0,0.0029411764705882353,-0.527899300971452,6,0.34628990368139884,med
